speciesname,flower color,flower sex,flowering lag time: number of days from exposition start to flowering,flowering requirement (requirement for fertility),fruit type,plant flowering,plant growth form,plant growth temperature range,plant height,plant human usage types,plant lifespan (longevity),plant lifespan: age trees reach in forested stands,plant woodiness,seed germination base temperature,seed germination base water potential,seed germination lag time,seed germination requirement,seed germination temperature,seed germination type,wood growth ring distinction
Fouquieria columnaris,,,,,,,tree,,,,,,W,,,,,,,
Fouquieria formosa,,,,,,,tree,,,,,,woody,,,,,,,
Fouquieria ochoterenae,,,,,,,woody,,,,,,W,,,,,,,
Fraxinus albicans,,,,,,,tree,,,,,,,,,,,,,
Fraxinus americana,,,,,,,tree,3.0,19.8,False,perennial,198.0,woody,,,,75,,,ring-porous
Fraxinus angustifolia,,,,,,,tree / shrub,,20.0,,perennials,,woody,,,,,,,
Fraxinus baroniana,,,,,,,tree shrub intermediate,,,,,,,,,,,,,
Fraxinus berlandieriana,,,,,,,tree,,,,,,W,,,,,,,
Fraxinus bungeana,,,,,,,tree,,,False,no,,woody,,,,,,,
Fraxinus chinensis,,,,,,,tree,,,False,200.0,,W,,,,,,,
Fraxinus cuspidata,,,,,,,tree,,,,,,W,,,,,,,
Fraxinus excelsior,braun,trioecious,,,nut,,tree / shrub,,20.0,False,perennial,,2,,,,C,,epigeal,ring-porous
Fraxinus ferruginea,,,,,,,tree,,,,1300.0,,,,,,,,,
Fraxinus floribunda,,,,,,,tree,,,,980.0,,W,,,,,,,
Fraxinus griffithii,,,,,,,tree,,,,100.0,,woody,,,,,,,
Fraxinus insularis,,,,,,,tree,,,,,,,,,,,,,
Fraxinus lanuginosa,,,,,,,tree,,,False,,,W,,,,,,,
Fraxinus latifolia,,,,,,,tree,,,,250.0,,W,,,,,,,
Fraxinus longicuspis,,,,,,,tree,,,,,,,,,,,,,
Fraxinus malacophylla,,,,,,,tree,,,,500.0,,W,,,,,,,
Fraxinus mandshurica,,,,,,,tree,,,False,no,,woody,,,,,,,
Fraxinus micrantha,,,,,,,tree (deciduous),,,,,,W,,,,,,,
Fraxinus nigra,,,,,,,tree,3.0,17.4,,250.0,285.0,woody,,,,no,,,
Fraxinus odontocalyx,,,,,,,tree,,,,,,woody,,,,,,,
Fraxinus pallisiae,,,,,,,tree,,,False,,,,,,,,,,
Fraxinus papillosa,,,,,,,tree,,,,,,W,,,,,,,
Fraxinus paxiana,,,,,,,tree,,,False,,,woody,,,,,,,
Fraxinus pennsylvanica,hellbraun,dioecious,,,nut,,tree / shrub,3.0,15.0,False,always pluriennial-pollakanthic,100.0,woody,,,,90,,,ring-porous
Fraxinus platypoda,,,,,,,tree,,,False,,,W,,,,,,,
Fraxinus pringlei,,,,,,,tree,,,,,,,,,,,,,
Fraxinus profunda,,,,,,,tree,,,,perennial,,W,,,,,,,
Fraxinus purpusii,,,,,,,tree,,,,,,,,,,,,,
Fraxinus quadrangulata,,,,,,,tree,,,,,,woody,,,,,,,
Fraxinus rufescens,,,,,,,trees,,,,,,,,,,,,,
Fraxinus schiedeana,,,,,,,trees,,,,,,,,,,,,,
Fraxinus sieboldiana,,,,,,,tree,,,,500.0,,W,,,,,,,
Fraxinus sogdiana,,,,,,,tree,,,False,,,,,,,,,,
Fraxinus stylosa,,,,,,,tree,,,,,,,,,,,,,
Fraxinus trifoliolata,,,,,,,tree shrub intermediate,,,,1500.0,,,,,,,,,
Fraxinus uhdei,,,,,,,tree,,,,perennial,,W,,,,,,,
Fraxinus velutina,,,,,,,tree,,,False,perennial,,woody,,,,,,,ring-porous
Fraxinus xanthoxyloides,,,,,,,tree shrub intermediate,,,,,,W,,,,,,,
Gleditsia amorphoides,,,,,,,tree (evergreen),,,,,,W,,,,,,,
Gleditsia aquatica,,,,,,,tree,,,,,,W,,,,,,,
Gleditsia assamica,,,,,,,tree,,,,,,,,,,,,,
Gleditsia caspica,,,,,,,tree,,,,,,W,,,,,,,
Gleditsia fera,,,,,,,tree,,,,,,W,,,,,,,
Gleditsia japonica,,,,,,,tree,,,False,,,W,,,,,,,
Gleditsia microphylla,,,,,,,tree shrub intermediate,,,False,,,W,,,,,,,
Gleditsia sinensis,,,,,,,woody,,,,,,W,,,,,,,
Gleditsia texana,,,,,,,tree,,,,,,woody,,,,,,,
Gleditsia triacanthos,,,,,,,tree / shrub,,20.0,,125.0,,non-woody,,,,,,,
Ilex aculeolata,,,,,,,woody,,,,,,W,,,,,,,
Ilex affinis,,,,,,,woody,,,,,,W,,,,,,,
Ilex aggregata,,,,,,,tree,,,,,,,,,,,,,
Ilex ambigua,,,,,,,tree,,,,,,woody,,,,,,,
Ilex amelanchier,,,,,,,shrub/tree/woody,,,,,,W,,,,,,,
Ilex amplifolia,,,,,,,woody,,,,,,W,,,,,,,
Ilex andicola,,,,,,,tree,,,,,,,,,,,,,
Ilex anomala,,,,,,,tree,,,,,,woody,,,,,,,
Ilex aquifolium,weiß,dioecious,,,drupe,,tree / shrub,,1.0,False,perennial,,3,,,,physical,,epigeal,diffuse-porous
Ilex arnhemensis,,,,,,,tree,,,,,,W,,,,,,,
Ilex belizensis,,,,,,,tree,,,,,,W,,,,,,,
Ilex berteroi,,,,,,,woody,,,,,,W,,,,,,,
Ilex brandegeeana,,,,,,,woody,,,,,,W,,,,,,,
Ilex brasiliensis,,,,,,,woody,,,,,,W,,,,,,,
Ilex brevicuspis,,,,,,,tree,,,,,,W,,,,,,,
Ilex buergeri,,,,,,,woody,,,,,,W,,,,,,,
Ilex canariensis,,,,,,,tree,,,,,,woody,,,,,,,
Ilex cerasifolia,,,,,,,woody,,,,,,W,,,,,,,
Ilex chapaensis,,,,,,,woody,,,,,,W,,,,,,,
Ilex chinensis,,,,,,,tree,,,False,perennial,,woody,,,,,,,
Ilex chiriquensis,,,,,,,tree,,,,,,W,,,,,,,
Ilex cinerea,,,,,,,woody,,,,,,W,,,,,,,
Ilex cochinchinensis,,,,,,,tree,,,,,,W,,,,,,,
Ilex collina,,,,,,,"tree, shrub",,,,,,,,,,,,,
Ilex colombiana,,,,,,,tree,,,,,,,,,,,,,
Ilex cookii,,,,,,,"tree, shrub",,,,,,,,,,,,,
Ilex costaricensis,,,,,,,tree,,,,,,W,,,,,,,
Ilex curranii,,,,,,,woody,,,,,,W,,,,,,,
Ilex curtissii,,,,,,,"tree, shrub",,,,,,,,,,,,,
Ilex cuthbertii,,,,,,,"shrub, tree",,,,,,,,,,,,,
Ilex cymosa,,,,,,,woody,,,,,,W,,,,,,,
Ilex dipyrena,,,,,,,tree (evergreen),,,,,,W,,,,,,,
Ilex discolor,,,,,,,tree,,,,,,woody,,,,,,,
Ilex dugesii,,,,,,,tree,,,,,,,,,,,,,
Ilex dumosa,,,,,,,tree,,,,,,woody,,,,,,,
Ilex elliptica,,,,,,,tree,,,,,,,,,,,,,
Ilex excelsa,,,,,,,woody,,,,,,W,,,,,,,
Ilex fargesii,,,,,,,woody,,,,,,W,,,,,,,
Ilex fengqingensis,,,,,,,woody,,,,,,W,,,,,,,
Ilex ficoidea,,,,,,,woody,,,,,,W,,,,,,,
Ilex flosparva,,,,,,,tree,,,,,,,,,,,,,
Ilex formosana,,,,,,,woody,,,,,,W,,,,,,,
Ilex fragilis,,,,,,,woody,,,,,,W,,,,,,,
Ilex gabinetensis,,,,,,,tree,,,,,,,,,,,,,
Ilex gabrielleana,,,,,,,tree,,,,,,,,,,,,,
Ilex gale,,,,,,,tree,,,,,,,,,,,,,
Ilex geniculata,,,,,,,woody,,,,,,W,,,,,,,
Ilex goudotii,,,,,,,tree,,,,,,,,,,,,,
Ilex guayusa,,,,,,,tree,,,,,,,,,,,,,
Ilex guianensis,,,,,,,tree,,,,,,woody,,,,,,,
Ilex haberi,,,,,,,tree,,,,,,W,,,,,,,
Ilex hanceana,,,,,,,woody,,,,,,W,,,,,,,
Ilex harrisii,,,,,,,tree,,,,,,woody,,,,,,,
Ilex havilandii,,,,,,,woody,,,,,,W,,,,,,,
Ilex hemiepiphytica,,,,,,,tree,,,,,,W,,,,,,,
Ilex hippocrateoides,,,,,,,tree,,,,,,,,,,,,,
Ilex hondurensis,,,,,,,tree,,,,,,,,,,,,,
Ilex hylonoma,,,,,,,tree,,,,no,,W,,,,,,,
Ilex hypaneura,,,,,,,"tree, shrub",,,,,,,,,,,,,
Ilex hypoglauca,,,,,,,woody,,,,,,W,,,,,,,
Ilex integerrima,,,,,,,tree,,,,,,woody,,,,,,,
Ilex intricata,,,,,,,woody,,,,,,W,,,,,,,
Ilex jenmanii,,,,,,,woody,,,,,,W,,,,,,,
Ilex juttana,,,,,,,tree,,,,,,,,,,,,,
Ilex karstenii,,,,,,,tree,,,,,,,,,,,,,
Ilex krugiana,,,,,,,woody,,,,,,W,,,,,,,
Ilex kwangtungensis,,,,,,,woody,,,,,,W,,,,,,,
Ilex lamprophylla,,,,,,,tree,,,,,,W,,,,,,,
Ilex latifolia,,,,,,,tree,,,,,,woody,,,,,,,
Ilex laureola,,,,,,,tree,,,,,,,,,,,,,
Ilex laurina,,,,,,,tree,,,,,,W,,,,,,,
Ilex leucoclada,,,,,,,woody,,,,,,W,,,,,,,
Ilex liebmannii,,,,,,,tree,,,,,,,,,,,,,
Ilex longipes,,,,,,,woody,,,,,,W,,,,,,,
Ilex lundii,,,,,,,tree,,,,,,,,,,,,,
Ilex maasiana,,,,,,,tree,,,,,,,,,,,,,
Ilex macfadyenii,,,,,,,tree,,,,,,woody,,,,,,,
Ilex macrocarpa,,,,,,,tree,,,,,,woody,,,,,,,
Ilex macropoda,,,,,,,woody,,,,,,W,,,,,,,
Ilex mandonii,,,,,,,tree,,,,,,,,,,,,,
Ilex manneiensis,,,,,,,woody,,,,,,W,,,,,,,
Ilex martiniana,,,,,,,woody,,,,,,W,,,,,,,
Ilex matanoana,,,,,,,woody,,,,,,W,,,,,,,
Ilex maxima,,,,,,,tree,,,,,,W,,,,,,,
Ilex maximowicziana,,,,,,,woody,,,,,,W,,,,,,,
Ilex memecylifolia,,,,,,,woody,,,,,,W,,,,,,,
Ilex micrococca,,,,,,,tree,,,,,,woody,,,,,,,
Ilex microdonta,,,,,,,tree,,,,,,W,,,,,,,
Ilex mitis,,,,,,,tree,,,,,,woody,,,,,,,
Ilex mucronata,,,,,,,shrub/tree intermediate,,,,,,W,,,,,,,
Ilex myricoides,,,,,,,tree,,,,,,W,,,,,,,
Ilex myrtifolia,,,,,,,"tree, shrub",,,,,,W,,,,,,,
Ilex nayana,,,,,,,tree,,,,,,W,,,,,,,
Ilex nervosa,,,,,,,tree,,,,,,,,,,,,,
Ilex obcordata,,,,,,,tree,,,,,,woody,,,,,,,
Ilex opaca,,,,,,,tree,,,False,perennial,,woody,,,,,,,
Ilex ovalifolia,,,,,,,woody,,,,,,W,,,,,,,
Ilex pallida,,,,,,,tree,,,,,,woody,,,,,,,
Ilex paraguariensis,,,,,,,tree,,,,,,W,,,,,,,
Ilex paujiensis,,,,,,,tree,,,,,,,,,,,,,
Ilex pernervata,,,,,,,tree,,,,,,,,,,,,,
Ilex pernyi,,,,,,,shrub/tree intermediate,,,,perennial,,W,,,,,,,
Ilex petiolaris,,,,,,,tree,,,,,,W,,,,,,,
Ilex pseudobuxus,,,,,,,tree,,,,,,woody,,,,,,,
Ilex pustulosa,,,,,,,tree,,,,,,,,,,,,,
Ilex quercetorum,,,,,,,tree,,,,,,woody,,,,,,,
Ilex retusa,,,,,,,woody,,,,,,W,,,,,,,
Ilex rimbachii,,,,,,,tree,,,,,,W,,,,,,,
Ilex rotunda,,,,,,,tree,,,,,,woody,,,,,,,
Ilex rubra,,,,,,,tree,,,,,,W,,,,,,,
Ilex rugosa,,,,,,,woody,,,,,,W,,,,,,,
Ilex sclerophylloides,,,,,,,woody,,,,,,W,,,,,,,
Ilex sebertii,,,,,,,woody,,,,,,W,,,,,,,diffuse
Ilex serrata,,,,,,,woody,,,,,,W,,,,,,,
Ilex sideroxyloides,,,,,,,tree,,,,,,woody,,,,,,,
Ilex sintenisii,,,,,,,"tree, shrub",,,,,,,,,,,,,
Ilex skutchii,,,,,,,tree,,,,,,woody,,,,,,,
Ilex stellata,,,,,,,tree,,,,,,,,,,,,,
Ilex sterrophylla,,,,,,,woody,,,,,,W,,,,,,,
Ilex subcordata,,,,,,,tree,,,,,,W,,,,,,,
Ilex subrugosa,,,,,,,woody,,,,,,W,,,,,,,
Ilex sugerokii,,,,,,,tree,,,,,,woody,,,,,,,
Ilex tateana,,,,,,,tree,,,,,,,,,,,,,
Ilex taubertiana,,,,,,,tree,,,,,,,,,,,,,
Ilex tectonica,,,,,,,tree,,,,,,,,,,,,,
Ilex teratopis,,,,,,,tree,,,,,,,,,,,,,
Ilex theezans,,,,,,,tree,,,,,,woody,,,,,,,
Ilex theizans,,,,,,,tree,,,,,,woody,,,,,,,
Ilex trachyphylla,,,,,,,tree,,,,,,,,,,,,,
Ilex triflora,,,,,,,tree,,,,,,W,,,,,,,
Ilex umbellata,,,,,,,woody,,,,,,W,,,,,,,
Ilex urbaniana,,,,,,,"tree, shrub",,,,,,,,,,,,,
Ilex volkensiana,,,,,,,woody,,,,,,W,,,,,,,
Ilex vomitoria,,,,,,,tree,,,False,perennial,,woody,,,,,,,
Ilex vulcanicola,,,,,,,tree,,,,,,W,,,,,,,
Ilex warburgii,,,,,,,woody,,,,,,W,,,,,,,
Ilex yurumanguinis,,,,,,,tree,,,,,,W,,,,,,,
Jacaranda acutifolia,,,,,,,tree,,,,,,W,,,,,,,
Jacaranda arborea,,,,,,,tree,,,,,,W,,,,,,,
Jacaranda bracteata,,,,,,,tree,,,,,,,,,,,,,
Jacaranda brasiliana,,,,,,,tree,,,,,,W,,,,,,,
Jacaranda bullata,,,,,,,tree,,,,,,,,,,,,,
Jacaranda caerulea,,,,,,,tree,,,,,,W,,,,,,,
Jacaranda carajasensis,,,,,,,tree,,,,,,,,,,,,,
Jacaranda caucana,,,,,,,tree,,,,,,woody,,,,,,,
Jacaranda copaia,,,,,,,tree,,,,perennial,,woody,,,,,,,
Jacaranda cowellii,,,,,,,tree,,,,,,,,,,,,,
Jacaranda crassifolia,,,,,,,tree,,,,,,,,,,,,,
Jacaranda cuspidifolia,,,,,,,tree,,,,,,W,,,,,,,
Jacaranda duckei,,,,,,,tree,,,,,,,,,,,,,
Jacaranda egleri,,,,,,,trees,,,,,,,,,,,,,
Jacaranda ekmanii,,,,,,,tree,,,,,,,,,,,,,
Jacaranda glabra,,,,,,,tree,,,,,,woody,,,,,,,
Jacaranda grandifoliolata,,,,,,,tree,,,,,,,,,,,,,
Jacaranda hesperia,,,,,,,tree,,,,,,W,,,,,,,
Jacaranda intricata,,,,,,,tree,,,,,,,,,,,,,
Jacaranda jasminoides,,,,,,,trees,,,,,,,,,,,,,
Jacaranda macrantha,,,,,,,tree,,,,,,,,,,,,,
Jacaranda macrocarpa,,,,,,,tree,,,,,,woody,,,,,,,
Jacaranda micrantha,,,,,,,tree,,,,,,W,,,,,,,
Jacaranda microcalyx,,,,,,,tree,,,,,,,,,,,,,
Jacaranda montana,,,,,,,tree,,,,,,,,,,,,,
Jacaranda mutabilis,,,,,,,trees,,,,,,,,,,,,,
Jacaranda obovata,,,,,,,tree,,,,,,,,,,,,,
Jacaranda obtusifolia,,,,,,,tree,,,,,,woody,,,,,,,
Jacaranda orinocensis,,,,,,,tree,,,,,,,,,,,,,
Jacaranda poitaei,,,,,,,tree,,,,,,W,,,,,,,
Jacaranda praetermissa,,,,,,,tree,,,,,,,,,,,,,
Jacaranda rugosa,,,,,,,tree,,,,,,,,,,,,,
Jacaranda simplicifolia,,,,,,,trees,,,,,,,,,,,,,
Jacaranda sparrei,,,,,,,tree,,,,,,W,,,,,,,
Jacaranda subalpina,,,,,,,tree,,,,,,,,,,,,,
Juglans australis,,,,,,,tree,,,,,,W,,,,,,,
Juglans boliviana,,,,,,,tree,,,,,,W,,,,,,,
Juglans californica,,,,,,,tree,,,,100.0,,woody,,,,,,,
Juglans cinerea,,,,,,,tree,,25.0,,75.0,,woody,,,,,,,
Juglans hindsii,,,,,,,tree,,,,perennial,,W,,,,,,,
Juglans hirsuta,,,,,,,tree,,,,,,,,,,,,,
Juglans hopeiensis,,,,,,,tree,,,,,,,,,,,,,
Juglans jamaicensis,,,,,,,tree,,,,,,W,,,,,,,
Juglans major,,,,,,,tree,,,,perennial,,woody,,,,,,,
Juglans mandshurica,,,,,,,tree,,,False,no,,W,,,,,,,
Juglans microcarpa,,,,,,,tree,,,,perennial,,woody,,,,,,,
Juglans mollis,,,,,,,tree,,,,,,,,,,,,,
Juglans neotropica,,,,,,,tree,,,,,,W,,,,,,,
Juglans pyriformis,,,,,,,tree,,,,,,,,,,,,,
Juglans regia,grün u. gelb,monoecious,,,drupe,,tree / shrub,,20.0,False,always pluriennial-pollakanthic,,woody,,,,,,,semi-ring-porous
Juglans sigillata,,,,,,,tree,,,,1300.0,,,,,,,,,
Koelreuteria elegans,,,,,,,tree,,,,,,W,,,,,,,
Koelreuteria paniculata,,,,,,,tree,,,False,perennial,,woody,,,,,,,
Lagerstroemia calyculata,,,,,,,tree/woody,,,,,,W,,,,,,,
Lagerstroemia duperreana,,,,,,,tree/woody,,,,,,W,,,,,,,
Lagerstroemia floribunda,,,,,,,tree/woody,,,,,,W,,,,,,,
Lagerstroemia hypoleuca,,,,,,,tree/woody,,,,,,W,,,,,,,
Lagerstroemia indica,,,,,,,tree shrub intermediate,,,False,200.0,,W,,,,,,,
Lagerstroemia macrocarpa,,,,,,,tree/woody,,,,,,W,,,,,,,
Lagerstroemia microcarpa,,,,,,,tree/woody,,,,,,W,,,,,,,
Lagerstroemia ovalifolia,,,,,,,tree/woody,,,,,,W,,,,,,,
Lagerstroemia parviflora,,,,,,,tree,,,,,,W,,,,,,,
Lagerstroemia speciosa,,,,,,,tree,,,,,,W,,,,,,,
Lagerstroemia subcostata,,,,,,,tree,,,,,,W,,,,,,,
Lagerstroemia tomentosa,,,,,,,tree,,,,,,W,,,,,,,
Lagerstroemia villosa,,,,,,,tree,,,,,,W,,,,,,,
Laurus azorica,,,,,,,tree,,,,,,woody,,,,,,,
Laurus novocanariensis,,,,,,,woody,,,,,,W,,,,,,,
Liquidambar acalycina,,,,,,,tree,,,False,600.0,,W,,,,,,,
Liquidambar formosana,,,,,,,tree,,,False,no,,woody,,,,,,,
Liquidambar orientalis,,,,,,,tree,,,False,,,W,,,,,,,
Liquidambar styraciflua,,,,,,,tree,,,False,perennial,,woody,,,,,,,diffuse-porous
Liriodendron chinense,,,,,,,tree,,,False,,,W,,,,,,,
Liriodendron tulipifera,,,,,,,tree,,30.0,False,200.0,,woody,,,,,,,diffuse
Litchi chinensis,,,,,,,tree,,,,,,W,,,,,,,
Litchi philippinensis,,,,,,,tree,,,,,,,,,,,,,
Lithocarpus amygdalifolius,,,,,,,tree,,,,,,W,,,,,,,
Lithocarpus bennettii,,,,,,,woody,,,,,,W,,,,,,,
Lithocarpus blumeanus,,,,,,,woody,,,,,,W,,,,,,,
Lithocarpus bullatus,,,,,,,tree,,,,,,W,,,,,,,
Lithocarpus calophyllus,,,,,,,tree,,,,,,W,,,,,,,
Lithocarpus chrysocomus,,,,,,,woody,,,,,,W,,,,,,,
Lithocarpus cleistocarpus,,,,,,,tree,,,,,,woody,,,,,,,
Lithocarpus confragosus,,,,,,,woody,,,,,,W,,,,,,,
Lithocarpus conocarpus,,,,,,,tree,,,,,,W,,,,,,,
Lithocarpus corneus,,,,,,,tree,,,,,,W,,,,,,,
Lithocarpus cyrtocarpus,,,,,,,tree,,,,,,W,,,,,,,
Lithocarpus daphnoideus,,,,,,,woody,,,,,,W,,,,,,,
Lithocarpus dealbatus,,,,,,,tree,,,,long lived perennial >= 50 yrs.,,W,,,,,,,
Lithocarpus edulis,,,,,,,tree,,,,,,W,,,,,,,
Lithocarpus elegans,,,,,,,woody,,,,,,W,,,,,,,
Lithocarpus ewyckii,,,,,,,woody,,,,,,W,,,,,,,
Lithocarpus fangii,,,,,,,woody,,,,,,woody,,,,,,,
Lithocarpus fenzelianus,,,,,,,tree,,,,,,W,,,,,,,
Lithocarpus fohaiensis,,,,,,,tree,,,,,,woody,,,,,,,
Lithocarpus glaber,,,,,,,tree,,,,no,,woody,,,,,,,
Lithocarpus gracilis,,,,,,,woody,,,,,,W,,,,,,,
Lithocarpus hancei,,,,,,,tree,,,,perennial,,W,,,,,,,
Lithocarpus handelianus,,,,,,,tree,,,,,,W,,,,,,,
Lithocarpus harlandii,,,,,,,tree,,,,,,W,,,,,,,
Lithocarpus havilandii,,,,,,,tree,,,,,,W,,,,,,,
Lithocarpus hystrix,,,,,,,woody,,,,,,W,,,,,,,
Lithocarpus javensis,,,,,,,woody,,,,,,W,,,,,,,
Lithocarpus kingianus,,,,,,,woody,,,,,,W,,,,,,,
Lithocarpus korthalsii,,,,,,,woody,,,,,,W,,,,,,,
Lithocarpus kunstleri,,,,,,,woody,,,,,,W,,,,,,,
Lithocarpus lampadarius,,,,,,,tree,,,,,,W,,,,,,,
Lithocarpus leptogyne,,,,,,,tree,,,,,,woody,,,,,,,
Lithocarpus longipedicellatus,,,,,,,woody,,,,,,W,,,,,,,
Lithocarpus lucidus,,,,,,,tree,,,,,,W,,,,,,,
Lithocarpus luteus,,,,,,,tree,,,,,,W,,,,,,,
Lithocarpus macphailii,,,,,,,woody,,,,,,W,,,,,,,
Lithocarpus maingayi,,,,,,,woody,,,,,,W,,,,,,,
Lithocarpus megacarpus,,,,,,,woody,,,,,,W,,,,,,,
Lithocarpus megalophyllus,,,,,,,woody,,,,,,woody,,,,,,,
Lithocarpus meijeri,,,,,,,tree,,,,,,W,,,,,,,
Lithocarpus pachyphyllus,,,,,,,woody,,,,,,W,,,,,,,
Lithocarpus pulcher,,,,,,,tree,,,,,,woody,,,,,,,
Lithocarpus pusillus,,,,,,,tree,,,,,,W,,,,,,,
Lithocarpus quercifolius,,,,,,,tree,,,,,,W,,,,,,,
Lithocarpus rassa,,,,,,,woody,,,,,,W,,,,,,,
Lithocarpus ruminatus,,,,,,,tree,,,,,,W,,,,,,,
Lithocarpus scortechinii,,,,,,,woody,,,,,,W,,,,,,,
Lithocarpus silvicolarum,,,,,,,woody,,,,,,W,,,,,,,
Lithocarpus turbinatus,,,,,,,tree,,,,,,W,,,,,,,
Lithocarpus vestitus,,,,,,,woody,,,,,,W,,,,,,,
Magnolia albosericea,,,,,,,tree,,,,,,W,,,,,,,
Magnolia amazonica,,,,,,,tree,,,,,,,,,,,,,
Magnolia amoena,,,,,,,tree,,,,,,W,,,,,,,
Magnolia ashei,,,,,,,tree,,,,,,W,,,,,,,
Magnolia biondii,,,,,,,tree,,,,,,W,,,,,,,
Magnolia boliviana,,,,,,,tree,,,,,,,,,,,,,
Magnolia calimaensis,,,,,,,tree,,,,,,,,,,,,,
Magnolia calophylla,,,,,,,tree,,,,,,,,,,,,,
Magnolia campbellii,,,,,,,woody,,,,,,W,,,,,,,
Magnolia cathcartii,,,,,,,tree,,,,,,W,,,,,,,
Magnolia championii,,,,,,,tree,,,,,,W,,,,,,,
Magnolia coco,,,,,,,shrub/tree,,,,,,W,,,,,,,
Magnolia cylindrica,,,,,,,shrub/tree,,,,,,W,,,,,,,
Magnolia dawsoniana,,,,,,,tree,,,,,,W,,,,,,,
Magnolia dealbata,,,,,,,tree,,,,,,W,,,,,,,
Magnolia delavayi,,,,,,,tree,,,,,,W,,,,,,,
Magnolia denudata,,,,,,,tree,,,False,perennial,,woody,,,,,,,
Magnolia elegans,,,,,,,tree,,,,,,W,,,,,,,
Magnolia fraseri,,,,,,,tree,,,,perennial,,woody,,,,,,,
Magnolia globosa,,,,,,,shrub/tree,,,,,,W,,,,,,,
Magnolia grandiflora,,,,,,,tree,,,False,perennial,,woody,,,,,,,
Magnolia guatemalensis,,,,,,,tree,,,,,,W,,,,,,,
Magnolia henaoi,,,,,,,tree,,,,,,,,,,,,,
Magnolia hodgsonii,,,,,,,woody,,,,,,W,,,,,,,
Magnolia iltisiana,,,,,,,tree,,,,,,W,,,,,,,
Magnolia kobus,,,,,,,tree,,,False,Perennial,,W,,,,,,,
Magnolia lenticellata,,,,,,,tree,,,,,,,,,,,,,
Magnolia liliifera,,,,,,,woody,,,,,,W,,,,,,,
Magnolia macklottii,,,,,,,woody,,,,,,W,,,,,,,
Magnolia macrophylla,,,,,,,tree,,,False,Perennial,,woody,,,,,,,
Magnolia mahechae,,,,,,,tree,,,,,,W,,,,,,,
Magnolia minor,,,,,,,tree,,,,,,W,,,,,,,
Magnolia montana,,,,,,,tree,,,,,,,,,,,,,
Magnolia nilagirica,,,,,,,tree,,,,,,,,,,,,,
Magnolia nitida,,,,,,,tree,,,,,,W,,,,,,,
Magnolia obovata,,,,,,,tree,,,False,,,W,,,,,,,
Magnolia officinalis,,,,,,,tree,,,False,,,woody,,,,,,,
Magnolia pacifica,,,,,,,tree,,,,,,W,,,,,,,
Magnolia panamensis,,,,,,,tree,,,,,,W,,,,,,,
Magnolia poasana,,,,,,,tree,,,,,,W,,,,,,,
Magnolia portoricensis,,,,,,,tree,,,,,,W,,,,,,,
Magnolia rimachii,,,,,,,tree,,,,,,,,,,,,,
Magnolia salicifolia,,,,,,,tree,,,,,,W,,,,,,,
Magnolia sargentiana,,,,,,,tree,,,,,,W,,,,,,,
Magnolia schiedeana,,,,,,,tree,,,,,,woody,,,,,,,
Magnolia sieboldii,,,,,,,tree shrub intermediate,,,False,,,W,,,,,,,
Magnolia sororum,,,,,,,tree,,,,,,W,,,,,,,
Magnolia splendens,,,,,,,tree,,,,,,woody,,,,,,,
Magnolia sprengeri,,,,,,,tree,,,,,,W,,,,,,,
Magnolia stellata,,,,,,,tree,,1.5,False,,,W,,,,,,,
Magnolia striatifolia,,,,,,,tree,,,,,,,,,,,,,
Magnolia tamaulipana,,,,,,,tree,,,,,,W,,,,,,,
Magnolia tripetala,,,,,,,tree,,,,Perennial,,woody,,,,,,,
Magnolia tsiampacca,,,,,,,tree,,,,,,,,,,,,,
Magnolia villosa,,,,,,,woody,,,,,,W,,,,,,,
Magnolia wilsonii,,,,,,,woody,,,,,,W,,,,,,,
Magnolia yarumalensis,,,,,,,tree,,,,,,,,,,,,,
Magnolia yoroconte,,,,,,,tree,,,,,,W,,,,,,,
Magnolia zenii,,,,,,,tree,,,,,,W,,,,,,,
Malus angustifolia,,,,,,,"tree, shrub",,,,,,woody,,,,,,,
Malus asiatica,,,,,,,tree,,,False,,,woody,,,,,,,
Malus baccata,,,,,,,tree,,5.0,False,perennial,,woody,,,,,,,
Malus coronaria,,,,,,,tree,,,,perennial,,W,,,,,,,
Malus dawsoniana,,,,,,,"shrub, tree",,,,,,,,,,,,,
Malus doumeri,,,,,,,tree,,,,1000.0,,,,,,,,,
Malus fusca,,,,,,,tree shrub intermediate,,1.0,,,,W,,,,,,,
Malus halliana,,,,,,,tree,,,False,,,W,,,,,,,
Malus honanensis,,,,,,,tree shrub intermediate,,,False,,,W,,,,,,,
Malus hupehensis,,,,,,,tree,,,False,,,W,,,,,,,
Malus ioensis,,,,,,,tree,,,,perennial,,woody,,,,,,,
Malus kansuensis,,,,,,,tree shrub intermediate,,,False,,,woody,,,,,,,
Malus komarovii,,,,,,,tree,,,,,,,,,,,,,
Malus mandshurica,,,,,,,tree,,,False,,,W,,,,,,,
Malus manshurica,,,,,,,tree,,,,,,woody,,,,,,,
Malus micromalus,,,,,,,tree,,,False,,,woody,,,,,,,
Malus platycarpa,,,,,,,tree,,,,,,,,,,,,,
Malus prattii,,,,,,,tree,,,,1400.0,,woody,,,,,,,
Malus prunifolia,,,,,,,tree,,,False,,,woody,,,,,,,
Malus rockii,,,,,,,woody,,,,,,W,,,,,,,
Malus sieversii,,,,,,,tree,,,False,150.0,,,,,,,,,
