speciesname,flower color,flower sex,flowering lag time: number of days from exposition start to flowering,flowering requirement (requirement for fertility),fruit type,plant flowering,plant growth form,plant growth temperature range,plant height,plant human usage types,plant lifespan (longevity),plant lifespan: age trees reach in forested stands,plant woodiness,seed germination base temperature,seed germination base water potential,seed germination lag time,seed germination requirement,seed germination temperature,seed germination type,wood growth ring distinction
Ficus praestans,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus primaria,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus profusa,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus prolixa,,,,,,,tree,,,,,,woody,,,,,,,
Ficus pseudojaca,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus pseudomangifera,,,,,,,Hemi-epiphyte,,,,,,,,,,,,,
Ficus pseudopalma,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus pseudowassa,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus pubigera,,,,,,,Climber,,,,,,,,,,,,,
Ficus pubilimba,,,,,,,Hemi-epiphyte,,,,,,,,,,,,,
Ficus pulchella,,,,,,,Tree,,,,,,,,,,,,,
Ficus pumila,,,,,,,Climber,,,,no,,variable,,,,,,,
Ficus punctata,,,,,,,Climber,,,,,,woody,,,,,,,
Ficus pungens,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus pustulata,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus pygmaea,,,,,,,shrub,,,,,,woody,,,,,,,
Ficus quercetorum,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus quichuana,,,,,,,Tree,,,,,,,,,,,,,
Ficus racemosa,,,,,,,tree,,,,,,woody,,,,,,,
Ficus recurva,,,,,,,climber,,,,,,woody,,,,,,,
Ficus reflexa,,,,,,,tree,,,,,,woody,,,,,,,
Ficus religiosa,,,,,,,tree,,,,,,woody,,,,,,,
Ficus repens,,,,,,,"Forb/herb, Vine",,,,,,,,,,,,,
Ficus retusa,,,,,,,tree / shrub,,,,perennial,,W,,,,,,,
Ficus ribes,,,,,,,woody,,,,,,W,,,,,,,
Ficus richteri,,,,,,,Tree,,,,,,,,,,,,,
Ficus rieberiana,,,,,,,Tree,,,,,,,,,,,,,
Ficus riedelii,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus rigo,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus rivularis,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus robusta,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus romeroi,,,,,,,Tree,,,,,,,,,,,,,
Ficus rubiginosa,,,,,,,Tree,,,,>100,,woody,,,,,,,
Ficus rubra,,,,,,,T,,,,,,,,,,,,,
Ficus rubrocuspidata,,,,,,,Hemi-epiphyte,,,,,,,,,,,,,
Ficus rubromidotis,,,,,,,Hemi-epiphyte,,,,,,,,,,,,,
Ficus rubrosyce,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus ruficaulis,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus ruginervia,,,,,,,Climber,,,,,,,,,,,,,
Ficus rumphii,,,,,,,tree,,,,,,W,,,,,,,
Ficus sabahana,,,,,,,Climber,,,,,,,,,,,,,
Ficus saccata,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus sageretina,,,,,,,Climber,,,,,,,,,,,,,
Ficus sagittata,,,,,,,climber/epiphyte,,,,,,woody,,,,,,,
Ficus sagittifolia,,,,,,,Hemi-epiphyte,,,,,,,,,,,,,
Ficus salicifolia,,,,,,,tree,,,,,,woody,,,,,,,
Ficus salomonensis,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus sandanakana,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus sansibarica,,,,,,,tree,,,,,,W,,,,,,,
Ficus sarawakensis,,,,,,,Climber,,,,,,,,,,,,,
Ficus sarmentosa,,,,,,,SL,,,,,,,,,,,,,
Ficus saruensis,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus satterthwaitei,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus saurauioides,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus saussureana,,,,,,,angiosperm,,,,,,,,,,,,,
Ficus saxophila,,,,,,,tree,,,,,,W,,,,,,,
Ficus scabra,,,,,,,,,,,,,W,,,,,,,
Ficus scaposa,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus scassellatii,,,,,,,tree,,,,,,woody,,,,,,,
Ficus schefferiana,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus schippii,,,,,,,tree,,,,,,woody,,,,,,,
Ficus schumanniana,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus schwarzii,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus sciaphila,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus sclerosycia,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus scobina,,,,,,,tree,,,,,,woody,,,,,,,
Ficus scopulifera,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus scott-elliotii,,monoecy,,,,,,,,,,,,,,,,,,
Ficus scratchleyana,,,,,,,Climber,,,,,,,,,,,,,
Ficus semicordata,,,,,,,Tree,,,,perennial,,woody,,,,,,,
Ficus semivestita,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus septica,,,,,,,woody,,,,,,W,,,,,,,
Ficus serraria,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus singalana,,,,,,,Climber,,,,,,,,,,,,,
Ficus sinuata,,,,,,,Hemi-epiphyte,,,,,,,,,,,,,
Ficus smithii,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus soepadmoi,,,,,,,Hemi-epiphyte,,,,,,,,,,,,,
Ficus sohotonensis,,,,,,,Climber,,,,,,,,,,,,,
Ficus spathulifolia,,,,,,,Hemi-epiphyte,,,,,,,,,,,,,
Ficus sphenophylla,,,,,,,Tree,,,,long lived perennial >= 50 yrs.,,woody,,,,,,,
Ficus spiralis,,,,,,,Climber,,,,,,,,,,,,,
Ficus stellaris,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus stipata,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus stolonifera,,,,,,,tree,,,,,,W,,,,,,,
Ficus storckii,,,,,,,Free-standing,,,,,,W,,,,,,,
Ficus stricta,,,,,,,Hemi-epiphyte,,,,,,,,,,,,,
Ficus stuhlmannii,,,,,,,tree,,,,,,woody,,,,,,,
Ficus subcaudata,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus subcongesta,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus subcordata,,,,,,,Hemi-epiphyte,,,,,,,,,,,,,
Ficus subcuneata,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus subfulva,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus subgelderi,,,,,,,Hemi-epiphyte,,,,,,,,,,,,,
Ficus subglabritepala,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus subincisa,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus sublimbata,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus submontana,,,,,,,Climber,,,,,,,,,,,,,
Ficus subnervosa,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus subpisocarpa,,,,,,,Hemi-epiphyte,,,,,,,,,,,,,
Ficus subpuberula,,,,,,,Hemi-epiphyte,,,,,,,,,,,,,
Ficus subsidens,,,,,,,Climber,,,,,,,,,,,,,
Ficus subterranea,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus subtrinervia,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus subulata,,,,,,,Climber,,,,perennial,,woody,,,,,,,
Ficus suffruticosa,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus sulcata,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus sumatrana,,,,,,,tree,,,,,,woody,,,,,,,
Ficus sundaica,,,,,,,climber,,,,,,woody,,,,,,,
Ficus superba,,,,,,,tree,,,,perennial,,woody,,,,,,,
Ficus supfiana,,,,,,,Climber,,,,,,,,,,,,,
Ficus supperforata,,,,,,,Climber,,,,,,,,,,,,,
Ficus sur,,,,,,,tree,,,,,,woody,,,,,,,
Ficus sycomorus,,,,,,,tree,,,,,,W,,,,,,,
Ficus talbotii,,,,,,,Hemi-epiphyte,,,,,,,,,,,,,
Ficus tanypoda,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus tarennifolia,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus tenuicuspidata,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus ternatana,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus tettensis,,,,,,,shrub,,,,,,woody,,,,,,,
Ficus theophrastoides,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus thonningii,,,,,,,tree,,,,,,woody,,,,,,,
Ficus tiliifolia,,,,,,,Epiphyte,,,,,,,,,,,,,
Ficus tinctoria,,,,,,,Tree,,,,,,woody,,,,,,,
Ficus tonduzii,,,,,,,tree,,,,,,woody,,,,,,,
Ficus tonsa,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus torrentium,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus tovarensis,,,,,,,Tree,,,,,,,,,,,,,
Ficus trachelosyce,,,,,,,Tree,,,,,,,,,,,,,
Ficus trachycoma,,,,,,,Climber,,,,,,,,,,,,,
Ficus trachypison,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus trapezicola,,,,,,,Tree,,,,,,,,,,,,,
Ficus tremula,,,,,,,tree,,,,,,woody,,,,,,,
Ficus treubii,,,,,,,T,,,,,,,,,,,,,
Ficus trianae,,,,,,,Tree,,,,,,,,,,,,,
Ficus trichocarpa,,,,,,,Climber,,,,,,,,,,,,,
Ficus trichocerasa,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus trichopoda,,,,,,,shrub,,,,,,woody,,,,,,,
Ficus tricolor,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus trigona,,,,,,,tree,,,,,,woody,,,,,,,
Ficus trigonata,,,,,,,hemiepiphyte,,,,,,woody,,,,,,,
Ficus trimenii,,,,,,,Hemi-epiphyte,,,,,,,,,,,,,
Ficus triradiata,,,,,,,Hemi-epiphyte,,,,,,,,,,,,,
Ficus tristaniifolia,,,,,,,Hemi-epiphyte,,,,,,,,,,,,,
Ficus tsjahela,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus tulipifera,,,,,,,Climber,,,,,,,,,,,,,
Ficus tunicata,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus turrialbana,,,,,,,Tree,,,,,,,,,,,,,
Ficus ulmifolia,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus uncinata,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus uniglandulosa,,,,,,,Hemi-epiphyte,,,,,,,,,,,,,
Ficus ursina,,,,,,,tree,,,,,,woody,,,,,,,
Ficus valaria,,,,,,,Tree,,,,,,,,,,,,,
Ficus vallis-choudae,,,,,,,tree,,,,,,woody,,,,,,,
Ficus variegata,,,,,,,Tree,,,,,,woody,,,,,,,
Ficus variifolia,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus variolosa,,,,,,,no,,,,no,,woody,,,,,,,
Ficus vasculosa,,,,,,,tree,,,,,,W,,,,,,,
Ficus vasta,,,,,,,Hemi-epiphyte,,,,,,,,,,,,,
Ficus velutina,,,,,,,Tree,,,,,,,,,,,,,
Ficus verruculosa,,,,,,,shrub,,,,,,woody,,,,,,,
Ficus verticillaris,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus villosa,,,,,,,climber,,,,,,woody,,,,,,,
Ficus virens,,,,,,,Tree,,,,perennial,,W,,,,,,,
Ficus virescens,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus virgata,,,,,,,woody,,,,,,W,,,,,,,
Ficus vitiensis,,,,,,,T,,,,,,W,,,,,,,
Ficus vittata,,,,,,,Tree,,,,,,,,,,,,,
Ficus vogeliana,,,,,,,tree,,,,,,W,,,,,,,
Ficus vrieseana,,,,,,,Free-standing,,,,,,,,,,,,,
Ficus wakefieldii,,,,,,,tree,,,,,,woody,,,,,,,
Ficus warburgii,,,,,,,Climber,,,,,,,,,,,,,
Ficus wassa,,,,,,,Free-standing,,,,,,W,,,,,,,
Ficus watkinsiana,,,,,,,tree,,,,,,woody,,,,,,,
Ficus xylophylla,,,,,,,Hemi-epiphyte,,,,,,,,,,,,,
Ficus yoponensis,,,,,,,tree,,,,,,woody,,,,,,,
Ficus ypsilophlebia,,,,,,,tree,,,,,,woody,,,,,,,
Fouquieria burragei,,,,,,,Free-standing,,,,,,W,,,,,,,
Fouquieria columnaris,,,,,,,Tree,,,,,,W,,,,,,,
Fouquieria diguetii,,,,,,,Shrub,,,,,,W,,,,,,,diffuse
Fouquieria fasciculata,,,,,,,Free-standing,,,,,,W,,,,,,,
Fouquieria formosa,,,,,,,Tree,,,,,,woody,,,,,,,
Fouquieria leonilae,,,,,,,Free-standing,,,,,,,,,,,,,
Fouquieria macdougalii,,,,,,,Free-standing,,,,,,W,,,,,,,
Fouquieria ochoterenae,,,,,,,woody,,,,,,W,,,,,,,
Fouquieria purpusii,,,,,,,Shrub,,,,,,,,,,,,,
Fouquieria shrevei,,,,,,,Free-standing,,,,,,,,,,,,,
Fouquieria splendens,,,,,,,shrub,,,,perennial,,W,,,,,,,semi-ring-porous
Fraxinus albicans,,,,,,,Tree,,,,,,,,,,,,,
Fraxinus americana,,,,,,,tree,3.0,19.8,False,perennial,198.0,woody,,,,75,,,ring-porous
Fraxinus angustifolia,,,,,,,tree / shrub,,20.0,,perennials,,woody,,,,,,,
Fraxinus anomala,,,,,,,shrub,,,False,,,woody,,,,,,,
Fraxinus apertisquamifera,,,,,,,,,,,,,W,,,,,,,
Fraxinus baroniana,,,,,,,Tree shrub intermediate,,,,,,,,,,,,,
Fraxinus berlandieriana,,,,,,,Tree,,,,,,W,,,,,,,
Fraxinus bungeana,,,,,,,tree,,,False,no,,woody,,,,,,,
Fraxinus caroliniana,,,,,,,shrub,,,,perennial,,W,,,,,,,
Fraxinus chinensis,,,,,,,tree,,,False,200.0,,W,,,,,,,
Fraxinus cuspidata,,,,,,,Tree,,,,,,W,,,,,,,
Fraxinus depauperata,,,,,,,Free-standing,,,,,,,,,,,,,
Fraxinus dipetala,,,,,,,Shrub,,,,,,W,,,,,,,ring
Fraxinus excelsior,braun,trioecious,,,nut,,tree / shrub,,20.0,False,perennial,,2,,,,C,,epigeal,ring-porous
Fraxinus ferruginea,,,,,,,Tree,,,,1300.0,,,,,,,,,
Fraxinus floribunda,,,,,,,Tree,,,,980.0,,W,,,,,,,
Fraxinus gooddingii,,,,,,,Shrub,,,,,,W,,,,,,,
Fraxinus greggii,,,,,,,Shrub,,,,,,W,,,,,,,
Fraxinus griffithii,,,,,,,Tree,,,,100.0,,woody,,,,,,,
Fraxinus hookeri,,,,,,,Free-standing,,,,,,,,,,,,,
Fraxinus hubeiensis,,,,,,,Free-standing,,,,,,,,,,,,,
Fraxinus insularis,,,,,,,Tree,,,,,,,,,,,,,
Fraxinus lanuginosa,,,,,,,tree,,,False,,,W,,,,,,,
Fraxinus latifolia,,,,,,,Tree,,,,250.0,,W,,,,,,,
Fraxinus longicuspis,,,,,,,Tree,,,,,,,,,,,,,
Fraxinus malacophylla,,,,,,,Tree,,,,500.0,,W,,,,,,,
Fraxinus mandshurica,,,,,,,tree,,,False,no,,woody,,,,,,,
Fraxinus micrantha,,,,,,,Tree (deciduous),,,,,,W,,,,,,,
Fraxinus nigra,,,,,,,tree,3.0,17.4,,250.0,285.0,woody,,,,no,,,
Fraxinus odontocalyx,,,,,,,Tree,,,,,,woody,,,,,,,
Fraxinus ornus,weiß,androdioecious,,,nut,,Stem erect,,6.0,False,always pluriennial-pollakanthic,,woody,,,,,,,ring-porous
Fraxinus pallisiae,,,,,,,Tree,,,False,,,,,,,,,,
Fraxinus papillosa,,,,,,,Tree,,,,,,W,,,,,,,
Fraxinus paxiana,,,,,,,Tree,,,False,,,woody,,,,,,,
Fraxinus pennsylvanica,hellbraun,dioecious,,,nut,,tree / shrub,3.0,15.0,False,always pluriennial-pollakanthic,100.0,woody,,,,90,,,ring-porous
Fraxinus platypoda,,,,,,,Tree,,,False,,,W,,,,,,,
Fraxinus potosina,,,,,,,Shrub,,,,,,W,,,,,,,
Fraxinus pringlei,,,,,,,Tree,,,,,,,,,,,,,
Fraxinus profunda,,,,,,,tree,,,,perennial,,W,,,,,,,
Fraxinus punctata,,,,,,,Free-standing,,,,,,,,,,,,,
Fraxinus purpusii,,,,,,,Tree,,,,,,,,,,,,,
Fraxinus quadrangulata,,,,,,,tree,,,,,,woody,,,,,,,
Fraxinus raibocarpa,,,,,,,Free-standing,,,,,,,,,,,,,
Fraxinus rufescens,,,,,,,trees,,,,,,,,,,,,,
Fraxinus schiedeana,,,,,,,trees,,,,,,,,,,,,,
Fraxinus sieboldiana,,,,,,,Tree,,,,500.0,,W,,,,,,,
Fraxinus sogdiana,,,,,,,Tree,,,False,,,,,,,,,,
Fraxinus stylosa,,,,,,,Tree,,,,,,,,,,,,,
Fraxinus suaveolens,,,,,,,Free-standing,,,,,,,,,,,,,
Fraxinus trifoliolata,,,,,,,Tree shrub intermediate,,,,1500.0,,,,,,,,,
Fraxinus uhdei,,,,,,,Tree,,,,perennial,,W,,,,,,,
Fraxinus velutina,,,,,,,tree,,,False,perennial,,woody,,,,,,,ring-porous
Fraxinus xanthoxyloides,,,,,,,Tree shrub intermediate,,,,,,W,,,,,,,
Gleditsia amorphoides,,,,,,,Tree (evergreen),,,,,,W,,,,,,,
Gleditsia aquatica,,,,,,,Tree,,,,,,W,,,,,,,
Gleditsia assamica,,,,,,,tree,,,,,,,,,,,,,
Gleditsia australis,,,,,,,Free-standing,,,,,,W,,,,,,,
Gleditsia caspia,,,,,,,Free-standing,,,,,,,,,,,,,
Gleditsia caspica,,,,,,,tree,,,,,,W,,,,,,,
Gleditsia fera,,,,,,,tree,,,,,,W,,,,,,,
Gleditsia japonica,,,,,,,Tree,,,False,,,W,,,,,,,
Gleditsia microphylla,,,,,,,Tree shrub intermediate,,,False,,,W,,,,,,,
Gleditsia rolfei,,,,,,,,,,,,,W,,,,,,,
Gleditsia sinensis,,,,,,,woody,,,,,,W,,,,,,,
Gleditsia texana,,,,,,,Tree,,,,,,woody,,,,,,,
Gleditsia triacanthos,,,,,,,tree / shrub,,20.0,,125.0,,non-woody,,,,,,,
Ilex aculeolata,,,,,,,woody,,,,,,W,,,,,,,
Ilex affinis,,,,,,,woody,,,,,,W,,,,,,,
Ilex aggregata,,,,,,,Tree,,,,,,,,,,,,,
Ilex ambigua,,,,,,,tree,,,,,,woody,,,,,,,
Ilex amelanchier,,,,,,,shrub/tree/woody,,,,,,W,,,,,,,
Ilex amplifolia,,,,,,,woody,,,,,,W,,,,,,,
Ilex andicola,,,,,,,Tree,,,,,,,,,,,,,
Ilex angulata,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex anomala,,,,,,,tree,,,,,,woody,,,,,,,
Ilex aquifolium,weiß,dioecious,,,drupe,,tree / shrub,,1.0,False,perennial,,3,,,,physical,,epigeal,diffuse-porous
Ilex argentina,,,,,,,T,,,,,,W,,,,,,,
Ilex arisanensis,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex arnhemensis,,,,,,,tree,,,,,,W,,,,,,,
Ilex asprella,,,,,,,no,,,,no,,W,,,,,,,
Ilex atrata,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex belizensis,,,,,,,Tree,,,,,,W,,,,,,,
Ilex berteroi,,,,,,,woody,,,,,,W,,,,,,,
Ilex bidens,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex bioritsensis,,,,,,,Free-standing,,,,,,W,,,,,,,
Ilex brachyphylla,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex brandegeeana,,,,,,,woody,,,,,,W,,,,,,,
Ilex brasiliensis,,,,,,,woody,,,,,,W,,,,,,,
Ilex brevicuspis,,,,,,,tree,,,,,,W,,,,,,,
Ilex buergeri,,,,,,,woody,,,,,,W,,,,,,,
Ilex buxoides,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex canariensis,,,,,,,tree,,,,,,woody,,,,,,,
Ilex cassine,,,,,,,shrub,,,False,,,W,,,,,,,
Ilex cerasifolia,,,,,,,woody,,,,,,W,,,,,,,
Ilex chamaebuxus,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex championii,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex chapaensis,,,,,,,woody,,,,,,W,,,,,,,
Ilex chartaceifolia,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex chengbuensis,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex chengkouensis,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex cheniana,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex chinensis,,,,,,,tree,,,False,perennial,,woody,,,,,,,
Ilex chingiana,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex chiriquensis,,,,,,,Tree,,,,,,W,,,,,,,
Ilex chuniana,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex ciliospinosa,,,,,,,T,,,,,,woody,,,,,,,
Ilex cinerea,,,,,,,woody,,,,,,W,,,,,,,
Ilex cochinchinensis,,,,,,,Tree,,,,,,W,,,,,,,
Ilex colchica,,,,,,,Shrub,,,,,,W,,,,,,,
Ilex collina,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Ilex colombiana,,,,,,,Tree,,,,,,,,,,,,,
Ilex confertiflora,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex cookii,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Ilex corallina,,,,,,,no,,,,perennial,,W,,,,,,,
Ilex coriacea,,,,,,,shrub,,,,,,woody,,,,,,,
Ilex cornuta,,,,,,,shrub,,,False,no,,W,,,,,,,
Ilex costaricensis,,,,,,,Tree,,,,,,W,,,,,,,
Ilex costata,,,,,,,Shrub,,,,,,,,,,,,,
Ilex crassifolioides,,,,,,,Shrub,,,,,,,,,,,,,
Ilex crenata,,,,,,,shrub,,,,perennial,,woody,,,,,,,
Ilex cupreonitens,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex curranii,,,,,,,woody,,,,,,W,,,,,,,
Ilex curtissii,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Ilex cuthbertii,,,,,,,"Shrub, Tree",,,,,,,,,,,,,
Ilex cuzcoana,,,,,,,Shrub,,,,,,,,,,,,,
Ilex cymosa,,,,,,,woody,,,,,,W,,,,,,,
Ilex cyrtura,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex dabieshanensis,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex danielis,,,,,,,Shrub,,,,,,,,,,,,,
Ilex dasyphylla,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex decidua,,,,,,,shrub,,,False,perennial,,woody,,,,,,,
Ilex dehongensis,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex delavayi,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex denticulata,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex dianguiensis,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex dicarpa,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex dipyrena,,,,,,,Tree (evergreen),,,,,,W,,,,,,,
Ilex discolor,,,,,,,tree,,,,,,woody,,,,,,,
Ilex divaricata,,,,,,,Shrub,,,,,,W,,,,,,,
Ilex dolichopoda,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex dugesii,,,,,,,Tree,,,,,,,,,,,,,
Ilex dumosa,,,,,,,tree,,,,,,woody,,,,,,,
Ilex dunniana,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex editicostata,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex elliptica,,,,,,,Tree,,,,,,,,,,,,,
Ilex elmerrilliana,,,,,,,Free-standing,,,,,,W,,,,,,,
Ilex ericoides,,,,,,,Shrub,,,,,,,,,,,,,
Ilex euryoides,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex excelsa,,,,,,,woody,,,,,,W,,,,,,,
Ilex fargesii,,,,,,,woody,,,,,,W,,,,,,,
Ilex fengqingensis,,,,,,,woody,,,,,,W,,,,,,,
Ilex ferruginea,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex ficifolia,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex ficoidea,,,,,,,woody,,,,,,W,,,,,,,
Ilex flosparva,,,,,,,Tree,,,,,,,,,,,,,
Ilex formosana,,,,,,,woody,,,,,,W,,,,,,,
Ilex forrestii,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex fragilis,,,,,,,woody,,,,,,W,,,,,,,
Ilex gabinetensis,,,,,,,Tree,,,,,,,,,,,,,
Ilex gabrielleana,,,,,,,Tree,,,,,,,,,,,,,
Ilex gale,,,,,,,Tree,,,,,,,,,,,,,
Ilex gardneriana,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex geniculata,,,,,,,woody,,,,,,W,,,,,,,
Ilex gintungensis,,,,,,,no,,,,perennial,,,,,,,,,
Ilex glabra,,,,,,,shrub,,,,perennial,,W,,,,,,,
Ilex glomerata,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex godajam,,,,,,,no,,,,perennial,,W,,,,,,,
Ilex goshiensis,,,,,,,W,,,,,,W,,,,,,,
Ilex goudotii,,,,,,,Tree,,,,,,,,,,,,,
Ilex graciliflora,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex gracilis,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex guangnanensis,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex guayusa,,,,,,,Tree,,,,,,,,,,,,,
Ilex guianensis,,,,,,,tree,,,,,,woody,,,,,,,
Ilex guizhouensis,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex haberi,,,,,,,Tree,,,,,,W,,,,,,,
Ilex hainanensis,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex hanceana,,,,,,,woody,,,,,,W,,,,,,,
Ilex harrisii,,,,,,,tree,,,,,,woody,,,,,,,
Ilex havilandii,,,,,,,woody,,,,,,W,,,,,,,
Ilex hemiepiphytica,,,,,,,Tree,,,,,,W,,,,,,,
Ilex hippocrateoides,,,,,,,Tree,,,,,,,,,,,,,
Ilex hirsuta,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex hondurensis,,,,,,,Tree,,,,,,,,,,,,,
Ilex hookeri,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex hylonoma,,,,,,,tree,,,,no,,W,,,,,,,
Ilex hypaneura,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Ilex hypoglauca,,,,,,,woody,,,,,,W,,,,,,,
Ilex integerrima,,,,,,,Tree,,,,,,woody,,,,,,,
Ilex integra,,,,,,,W,,,,,,W,,,,,,,
Ilex intermedia,,,,,,,T,,,,,,woody,,,,,,,
Ilex intricata,,,,,,,woody,,,,,,W,,,,,,,
Ilex jenmanii,,,,,,,woody,,,,,,W,,,,,,,
Ilex jiaolingensis,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex jinyunensis,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex juttana,,,,,,,Tree,,,,,,,,,,,,,
Ilex karstenii,,,,,,,Tree,,,,,,,,,,,,,
Ilex kaushue,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex kengii,,,,,,,Free-standing,,,,,,W,,,,,,,
Ilex kiangsiensis,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex kingiana,,,,,,,,,,,,,W,,,,,,,
Ilex kobuskiana,,,,,,,Free-standing,,,,,,,,,,,,,
Ilex krugiana,,,,,,,woody,,,,,,W,,,,,,,
Ilex kusanoi,,,,,,,Free-standing,,,,,,,,,,,,,
